,Airport Name,Country,City,Latitude,Longitude
MES,Polonia,Indonesia,Medan,3.558056,98.671722
MET,Moreton,Australia,Moreton,-12.444167,142.638333
MEU,Monte Dourado,Brazil,Monte Dourado,-0.889839,-52.60225
MEV,Douglas County,United States,Minden,39.000917,-119.751917
MEW,Mweka,Democratic Republic Of Congo,Mweka,-4.85,21.55
MEX,Benito Juarez International,Mexico,Mexico City,19.436303,-99.072097
MEY,Meghauli,Nepal,Meghauli,27.577222,84.228889
MEZ,Messina,South Africa,Messina,-22.355833,29.9875
MFA,Mafia,Tanzania,Mafia,-7.9175,39.668333
MFB,Monfort,Colombia,Monfort,0.617,-69.75
MFC,Mafeteng,Lesotho,Mafeteng,-29.800833,27.243333
MFD,Lahm Municipal,United States,Mansfield,40.821417,-82.516639
MFE,Mc Allen Miller International,United States,"Mc Allen, TX",26.175833,-98.238611
MFF,Moanda,Gabon,Moanda,-1.537778,13.269444
MFG,Muzaffarabad,Pakistan,Muzaffarabad,34.339022,73.508639
MFH,Mesquite,United States,Mesquite,36.833139,-114.055889
MFI,Municipal,United States,Marshfield,44.63688,-90.189327
MFJ,Moala,Fiji,Moala,-18.566667,179.951111
MFK,Matsu,Taiwan,Matsu,26.219444444444,120.08333333333
MFL,Mount Full Stop,Australia,Mount Full Stop,-19.667,144.9
MFM,Macau International,Macau,Macau,22.149556,113.591558
MFN,Milford Sound,New Zealand,Milford Sound,-44.673333,167.923333
MFO,Manguna,Egypt,Manguna,-5.578056,151.791944
MFP,Manners Creek,Australia,Manners Creek,-22.097778,137.985278
MFQ,Maradi,Niger,Maradi,13.502531,7.126753
MFR,Rogue Valley International - Medford Airport,United States,Medford,42.374222,-122.8735
MFS,Miraflores,Colombia,Miraflores,1.35,-71.944444
MFT,Machu Picchu,Peru,Machu Picchu,-13.166111111111,-72.498333333333
MFU,Mfuwe,Zambia,Mfuwe,-13.258878,31.936581
MFV,Accomack County,United States,Melfa,37.646889,-75.761056
MFW,Magaruque,Mozambique,Magaruque,25.767,-80.183
MFX,Meribel,France,Meribel,45.406944,6.580556
MFZ,Mesalia,Papua New Guinea,Mesalia,0.0,0.0
MGA,Augusto C Sandino,Nicaragua,Managua,12.141494,-86.168178
MGB,Mount Gambier,Australia,Mount Gambier,-37.745556,140.785278
MGC,Michigan City Arpt,United States,Michigan City,41.703317,-86.821242
MGD,Magdalena,Bolivia,Magdalena,-13.3,-64.133
MGE,Dobbins Afb,United States,Marietta,33.915333,-84.516333
MGF,Regional De Maringa SBMG,Brazil,Maringa,-23.476392,-52.016406
MGG,Margarima,Papua New Guinea,Margarima,-5.967,143.35
MGH,Margate,South Africa,Margate,-30.857408,30.343019
MGI,Matagorda AFB,Philippines,Matagorda Island,28.116958,-96.800263
MGJ,Orange County,United States,Montgomery,41.509988,-74.264644
MGK,Mong Ton,Myanmar,Mong Ton,20.296667,98.898889
MGL,Moenchen-gl. - Dus Exp,Germany,Moenchengladbach,51.230356,6.504494
MGM,Dannelly Fld,United States,Montgomery,32.300638,-86.393972
MGN,Baracoa,Colombia,Magangue,9.284739,-74.846092
MGO,Manega,Gabon,Manega,-2.0,10.417
MGP,Manga,Papua New Guinea,Manga,-4.133,153.017
MGQ,Mogadishu International Airport,Somalia,Mogadishu,2.014444,45.304722
MGR,Thomasville,United States,Moultrie,31.084917,-83.80325
MGS,Mangaia Island,Cook Islands,Mangaia Island,-21.895556,-157.905278
MGT,Milingimbi,Australia,Milingimbi,-12.094444,134.893611
MGU,Manaung,Myanmar,Manaung,18.845825,93.688889
MGV,Margaret River,Australia,Margaret River Station,-33.930556,115.1
MGW,Morgantown,United States,Morgantown,39.642907,-79.916314
MGX,Moabi,Gabon,Moabi,-2.433,11.0
MGY,Dayton-Wright Brothers Airport,United States,Dayton,39.588972,-84.224861
MGZ,Myeik,Myanmar,Myeik,12.439797,98.621478
MHA,Mahdia,Guyana,Mahdia,5.277495,-59.151112
MHB,Mechanics Bay,New Zealand,Auckland,-36.966666666667,174.91666666667
MHC,Macmahon Camp 4,Peru,Macmahon Camp 4,-15.116666666667,-73.75
MHD,Mashad,Iran,Mashad,36.235195,59.640972
MHE,Municipal,United States,Mitchell,43.774833,-98.038611
MHF,Morichal,Colombia,Morichal,1.75,-69.917
MHG,Mannheim Arpt,Germany,Mannheim,49.472706,8.514264
MHH,International,Bahamas,Marsh Harbour,26.511406,-77.083472
MHI,Musha,Djibouti,Musha,11.717,43.2
MHJ,Misrak Gashamo,Ethiopia,Misrak Gashamo,8.133,45.283
MHK,Municipal,United States,Manhattan,39.141234,-96.671797
MHL,Memorial Municipal,United States,Marshall,39.0955,-93.202806
MHM,Intermediate,United States,Minchumina,63.885997,-152.301874
MHN,Mullen,United States,Mullen,42.049997,-101.067105
MHO,Mount House,Australia,Mount House,-17.13,125.764
MHP,Minsk International 1,Belarus,Minsk,53.864472,27.539683
MHQ,Mariehamn,Finland,Mariehamn,60.122203,19.898156
MHR,Sacramento Mather Airport,United States,"Sacramento, CA",38.555264,-121.29725
MHS,Rep,United States,Mount Shasta,41.316666666667,-122.31666666667
MHT,Manchester,United States,"Manchester, NH",42.932806,-71.43575
MHU,Mount Hotham,Australia,Mount Hotham,-37.0475,147.334167
MHV,Kern County,United States,Mojave,35.058639,-118.150556
MHW,Monteagudo,Bolivia,Monteagudo,-19.816666666667,-63.983333333333
MHX,Manihiki Island,Cook Islands,Manihiki Island,-10.376667,-161.001944
MHY,Morehead,Papua New Guinea,Morehead,-8.7,141.633
MHZ,Mildenhall Arpt,United Kingdom,Mildenhall,52.361933,0.486406
MIA,Miami International Airport,United States,Miami,25.795365,-80.290116
MIB,Minot AFB,United States,Minot,48.415769,-101.358039
MIC,Crystal,United States,Minneapolis,45.061986,-93.353938
MID,Rejon,Mexico,Merida,20.936981,-89.657672
MIE,Delaware County,United States,Muncie,40.242472,-85.39575
MIF,Roy Hurd Memorial,United States,Monahans,31.582472,-102.909028
MIG,Mian Yang,China,Mian Yang,31.428056,104.741111
MIH,Mitchell Plateau,Australia,Mitchell Plateau,-14.791389,125.824444
MII,Dr Gastao Vidigal,Brazil,Marilia,-22.196892,-49.9264
MIJ,Mili Island,Marshall Islands,Mili Island,6.083333,171.733333
MIK,Mikkeli,Finland,Mikkeli,61.6866,27.201794
MIM,Merimbula,Australia,Merimbula,-36.908611,149.901389
MIN,Minnipa,Australia,Minnipa,-32.839167,135.144999
MIO,Miami,United States,Miami,36.909221,-94.8875
MIP,Mitspeh Ramon,Israel,Mitspeh Ramon,30.776061,34.666769
MIQ,Simуn Bolнvar International,Venezuela,Maiquetнa,41.195986,-96.112265
MIR,Monastir,Tunisia,Monastir,35.758056,10.754722
MIS,Misima Island,Papua New Guinea,Misima Island,-10.689167,152.838333
MIT,Kern County,United States,Shafter,35.505944,-119.191722
MIU,Maiduguri,Nigeria,Maiduguri,11.855347,13.08095
MIV,Millville,United States,Millville,39.367806,-75.072222
MIW,Municipal,United States,Marshalltown,42.112726,-92.917788
MIX,Miriti,Colombia,Miriti,-1.133,-70.25
MIY,Mittiebah,Australia,Mittiebah,-18.8075,137.082222
MIZ,Mainoru,Australia,Mainoru,-14.053611,134.093611
MJA,Manja,Madagascar,Manja,-21.425833,44.315278
MJB,Mejit Island,Marshall Islands,Mejit Island,10.283333,170.883333
MJC,Man,Cote D&#039;Ivoire,Man,7.272069,-7.587364
MJD,Mohenjodaro,Pakistan,Mohenjodaro,27.335156,68.143053
MJE,Majkin,Marshall Islands,Majkin,7.833,168.167
MJF,Kjaerstad,Norway,Mosjoen,65.783997,13.214914
MJG,Mayajigua,Cuba,Mayajigua,22.230833,-79.062222
MJH,Majma,Saudi Arabia,Majma,25.933,45.367
MJI,Mitiga,Libya,Mitiga,32.894084,13.276
MJJ,Moki,Papua New Guinea,Moki,-5.717,145.233
MJK,Shark Bay,Australia,Monkey Mia,-25.893889,113.577222
MJL,Mouila,Gabon,Mouila,-1.845142,11.056656
MJM,Mbuji Mayi,Democratic Republic Of Congo,Mbuji Mayi,-6.121236,23.569008
MJN,Amborovy,Madagascar,Majunga,-15.667144,46.351828
MJO,Mount Etjo Lodge,Namibia,Mount Etjo Lodge,-22.8,17.883333333333
MJP,Manjimup,Australia,Manjimup,-34.265278,116.140278
MJQ,Jackson,United States,Jackson,43.650041,-94.986546
MJR,Miramar,Argentina,Miramar,-38.227055,-57.86972
MJS,Maganja Da Costa,Mozambique,Maganja Da Costa,-25.35,32.216666666667
MJT,Mytilene International Airport,Greece,Mytilene,39.056667,26.598333
MJU,Mamuju,Indonesia,Mamuju,-2.683,118.9
MJV,San Javier,Spain,Murcia,37.774972,-0.812389
MJW,Mahenye,Mozambique,Mahenye,-21.116666666667,32.383333333333
MJX,Robert J. Miller,United States,Toms River,39.927498,-74.292379
MJY,Mangunjaya,Indonesia,Mangunjaya,-2.733,103.567
MJZ,Mirnyj,Russian Federation,Mirnyj,62.534689,114.038928
MKA,Marianske Lazne,Czech Republic,Marianske Lazne,49.923325,12.726666
MKB,Mekambo,Gabon,Mekambo,0.976,13.968
MKC,Downtown,United States,Kansas City,39.122937,-94.592822
MKD,Chagni,Ethiopia,Chagni,11.033,36.467
MKE,General Mitchell International,United States,Milwaukee,42.947211,-87.89673
MKF,Mckenna AAF,United States,Columbus,32.37166666,-84.80694444
MKG,Muskegon,United States,Muskegon,43.167672,-86.235439
MKH,Mokhotlong,Lesotho,Mokhotlong,-29.280556,29.070556
MKJ,Makoua,Congo,Makoua,-0.017,15.583
MKK,Molokai,United States,Hoolehua,21.152886,-157.096256
MKL,Mc Kellar-Sipes Regional,United States,Jackson,35.599889,-88.915611
MKM,Mukah,Malaysia,Mukah,2.906944,112.075
MKN,Malekolon,Papua New Guinea,Malekolon,-4.017,153.65
MKO,Davis Field,United States,Muskogee,35.65773,-95.361644
MKP,Makemo,French Polynesia,Makemo,-16.583919,-143.658369
MKQ,Mopah,Indonesia,Merauke,-8.520294,140.418453
MKR,Meekatharra,Australia,Meekatharra,-26.611667,118.547778
MKS,Mekane Selam,Ethiopia,Mekane Selam,10.75,38.767
MKT,Municipal,United States,Mankato,44.222778,-93.919306
MKU,Makokou,Gabon,Makokou,0.579211,12.890908
MKV,Mt Cavenagh,Australia,Mt Cavenagh,-25.967499,133.208333
MKW,Rendani,Indonesia,Manokwari,-0.891833,134.049183
MKX,Mukalla,Yemen,Mukalla,14.65,49.317
MKY,Mackay,Australia,Mackay,-21.171667,149.179722
MKZ,Batu Berendam,Malaysia,Malacca,2.263361,102.251553
MLA,Malta International,Malta,Gudja,35.857497,14.4775
MLB,Melbourne International Airport,United States,Melbourne,28.102753,-80.645257
MLC,Mc Alester,United States,Mc Alester,34.882402,-95.783463
MLD,Malad City,United States,Malad City,42.170444,-112.289306
MLE,Male International,Maldives,Male,4.191833,73.529128
MLF,Milford,United States,Milford,38.426633,-113.012456
MLG,Abdul Rahman Saleh,Indonesia,Malang,-7.926556,112.714514
MLH,EuroAirport,France,Basel Mulhouse Freiburg,47.59,7.529167
MLI,Quad-City,United States,Moline,41.448286,-90.50752
MLJ,Baldwin County,United States,Milledgeville,33.154224,-83.241414
MLK,Malta,United States,Malta,48.366944,-107.919333
MLL,Marshall,United States,Marshall,61.883333333333,-162.06666666667
MLM,Francisco J. Mъgica Internacional,Mexico,Morelia,19.849944,-101.0255
MLN,Melilla,Spain,Melilla,35.279817,-2.956256
MLO,Milos,Greece,Milos,36.696111,24.4775
MLP,Malabang,Philippines,Malabang,7.617222,124.058611
MLQ,Malalaua,Papua New Guinea,Malalaua,-8.067,146.15
MLR,Millicent,Australia,Millicent,-37.583611,140.366111
MLS,Municipal,United States,Miles City,46.427972,-105.88625
MLT,Millinocket,United States,Millinocket,45.647836,-68.685562
MLU,Municipal,United States,Monroe,32.510866,-92.037688
MLV,Merluna,Australia,Merluna,-13.067,142.45
MLW,Sprigg Payne,Liberia,Monrovia,6.289061,-10.758722
MLX,Malatya,Turkey,Malatya,38.435347,38.091006
MLY,Manley Hot Springs,United States,Manley Hot Springs,64.997564,-150.64413
MLZ,Melo,Uruguay,Melo,-32.337882,-54.216678
MMB,Memanbetsu,Japan,Memanbetsu,43.880606,144.164053
MMC,Ciudad Mante,Mexico,Ciudad Mante,22.740367,-99.018228
MMD,Maridor,Japan,Minami Daito,25.846533,131.263494
MME,Durham Tees Valley,United Kingdom,"Teesside, Durham",54.509189,-1.429406
MMF,Mamfe,Cameroon,Mamfe,5.704167,9.306389
MMG,Mount Magnet,Australia,Mount Magnet,-28.116111,117.841667
MMH,Mammoth Lakes,United States,Mammoth Lakes,37.624056,-118.83875
MMI,McMinn County,Greece,Athens,35.399194,-84.561778
MMJ,Matsumoto,Japan,Matsumoto,36.166758,137.922669
MMK,Murmansk Airport Murmashi,Russian Federation,Murmansk,68.781672,32.750822
MML,Municipal-Ryan Field,United States,Marshall,44.45173,-95.82442
MMM,Middlemount,Australia,Middlemount,-22.8025,148.704722
MMN,Minute Man Airfield,United States,Stow,42.433333333333,-71.502777777778
MMO,Vila Do Maio,Cape Verde,Maio,15.155928,-23.213703
MMP,Mompos,Colombia,Mompos,9.268781,-74.652336
MMQ,Mbala,Zambia,Mbala,-8.859167,31.336389
MMR,Camp Maybry AHP,United States,Austin,30.316873,-97.766951
MMS,Selfs,United States,Marks,34.231456,-90.289562
MMT,Mc Entire ANG Base,United States,Columbia,33.918819,-80.800597
MMU,Municipal,United States,Morristown,40.799333,-74.414889
MMV,Mal,Venezuela,Mal,45.194546,-123.136068
MMW,Moma,Mozambique,Moma,-16.733,39.217
MMX,Sturup,Sweden,Malmo,55.530193,13.371639
MMY,Hirara,Japan,Miyako Jima,24.782833,125.295111
MMZ,Maimana,Afghanistan,Maimana,35.938611,64.769166
MNA,Melangguane,Indonesia,Melangguane,4.006944,126.673056
MNB,Moanda,Democratic Republic Of Congo,Moanda,-5.930858,12.351789
MNC,Nacala,Mozambique,Nacala,-14.488233,40.71225
MND,Medina,Colombia,Medina,4.483,-73.333
MNE,Mungeranie,Australia,Mungeranie,-28.009167,138.657222
MNF,Mana Island Airstrip,Fiji,Mana Island,-17.673056,177.098333
MNG,Maningrida,Australia,Maningrida,-12.056111,134.234167
MNH,Minneriya,Sri Lanka,Minneriya,8.049806,80.981375
MNI,Gerald&#039;s Airport,Montserrat,Gerald&#039;s Park,16.791389,-62.193333
MNJ,Mananjary,Madagascar,Mananjary,-21.201772,48.358317
MNK,Maiana,Kiribati,Maiana,1.003611,173.030833
MNL,Ninoy Aquino Intl,Philippines,Manila,14.508647,121.019581
MNM,Menominee,United States,Menominee,45.12665,-87.638441
MNN,Municipal,United States,Marion,40.61625,-83.063472
MNO,Manono,Democratic Republic Of Congo,Manono,-7.288889,27.394444
MNP,Maron,Sierra Leone,Maron,-1.55,145.033
MNQ,Monto,Australia,Monto,-24.885833,151.100278
MNR,Mongu,Zambia,Mongu,-15.254542,23.162306
MNS,Mansa,Zambia,Mansa,-11.138611,28.875556
MNT,Minto,United States,Minto,65.148168,-149.36859
MNU,Maulmyine,Myanmar,Maulmyine,16.444747,97.660669
MNV,Mountain Valley,Australia,Mountain Valley,-14.117,133.833
MNW,Macdonald Downs,Australia,Macdonald Downs,-22.447778,135.203056
MNX,Manicore,Brazil,Manicore,-5.811381,-61.278319
MNY,Mono,Solomon Islands,Mono,-7.416944,155.564722
MNZ,Manassas,United States,Manassas,38.721417,-77.515444
MOA,Orestes Acosta,Cuba,Moa,20.654114,-74.922114
MOB,Mobile Regional Airport,United States,"Alabama, AL",30.691417,-88.242833
MOC,Montes Claros,Brazil,Montes Claros,-16.706924,-43.8189
MOD,Municipal,United States,"Modesto, CA",37.625817,-120.954421
MOE,Momeik,Myanmar,Momeik,23.092525,96.645272
MOF,Waioti,Indonesia,Maumere,-8.640647,122.236889
MOG,Mong Hsat,Myanmar,Mong Hsat,20.516758,99.256825
MOH,Mohanbari,India,Mohanbari,27.483,95.017
MOI,Mitiaro Island,Cook Islands,Mitiaro Island,-19.842499,-157.703333
MOJ,Moengo,Suriname,Moengo,5.6075,-54.4
MOK,Mankono,Cote D&#039;Ivoire,Mankono,8.067,-6.2
MOL,Aro,Norway,Molde,62.744722,7.2625
MOM,Moudjeria,Mauritania,Moudjeria,17.75,-12.5
MON,Mount Cook Airport,New Zealand,Mount Cook,-43.765,170.133333
MOO,Moomba,Australia,Moomba,-28.099444,140.196944
MOP,Municipal,United States,Mount Pleasant,43.621639,-84.737306
MOQ,Morondava,Madagascar,Morondava,-20.28475,44.317614
MOR,Moore-Murrell,United States,Morristown,36.179389,-83.375444
MOS,Intermediate,United States,Moses Point,64.698182,-162.057299
MOT,International,United States,Minot,48.257639,-101.278028
MOU,Mountain Village,United States,Mountain Village,62.095362,-163.682059
MOV,Moranbah,Australia,Moranbah,-22.057778,148.0775
MOX,Municipal,Mexico,Morris,45.565968,-95.967187
MOY,Monterrey,Colombia,Monterrey,4.883,-72.9
MOZ,Temae,French Polynesia,Moorea,-17.489972,-149.761869
MPA,Mpacha,Namibia,Mpacha,-17.634167,24.176389
MPB,SPB,United States,Miami,25.778333,-80.170278
MPC,Muko-Muko,Indonesia,Muko-Muko,-2.533,101.083
MPD,Mirpur Khas,Pakistan,Mirpur Khas,25.682778,69.072778
MPE,Griswold,United States,Madison,41.271182,-72.54973
MPF,Mapoda,Papua New Guinea,Mapoda,-7.967,143.167
MPG,Makini,Papua New Guinea,Makini,-6.533,147.65
MPH,Malay,Philippines,Caticlan,11.924503,121.95405
MPI,Mamitupo,Panama,Mamitupo,9.167,-77.967
MPJ,Petit Jean Park,United States,Morrilton,35.138863,-92.909197
MPK,Mokpo,Korea (South),Mokpo,34.758906,126.379872
MPL,Montpellier Mйditerranйe,France,Montpellier,43.583333,3.961389
MPM,Maputo International,Mozambique,Maputo,-25.920836,32.572606
MPN,Mount Pleasant,Falkland Islands,Mount Pleasant,-51.822777,-58.447222
MPO,Mt Pocono,United States,Mt Pocono,41.137472,-75.378889
MPP,Mulatupo,Panama,Mulatupo,8.933,-77.733
MPQ,Maan,Jordan,Maan,30.167,35.783
MPR,Mcpherson,United States,Mcpherson,38.352444,-97.691306
MPS,Mount Pleasant,United States,Mount Pleasant,33.15,-94.966666666667
MPT,Maliana,Indonesia,Maliana,-8.972222,125.215278
MPU,Mapua,Papua New Guinea,Mapua,-2.8,151.983
MPV,Edward F Knapp State,United States,"Montpelier, VT",44.203505,-72.562329
MPW,Mariupol,Ukraine,Mariupol,47.076128,37.449569
MPX,Miyanmin,Papua New Guinea,Miyanmin,-4.9,141.617
MPY,Maripasoula,French Guiana,Maripasoula,3.657499,-54.037222
MPZ,Municipal,United States,Mt Pleasant,40.94659,-91.51107
MQA,Mandora,Australia,Mandora,-19.738056,120.838056
MQB,Municipal,United States,Macomb,40.520083,-90.652389
MQC,Miquelon Aprt,St. Pierre and Miquelon,Miquelon,47.095833,-56.384444
MQD,Maquinchao,Argentina,Maquinchao,-41.25,-68.733
MQE,Marqua,Australia,Marqua,-22.805833,137.251389
MQF,Magnitogorsk,Russian Federation,Magnitogorsk,53.393131,58.755661
MQG,Midgard,Norway,Midgard,62.366666666667,6.433333333333
MQH,Municipal,Brazil,Minacu,-13.549103,-48.195347
MQI,Quincy,United States,Quincy,42.25,-71.0
MQJ,Merkez,Turkey,Balikesir,39.843486,-85.897064
MQK,San Matias,Bolivia,San Matias,-11.7,-66.65
MQL,Mildura,Australia,Mildura,-34.229167,142.085556
MQM,Mardin,Turkey,Mardin,37.223336,40.631667
MQN,Mo I Rana,Norway,Mo I Rana,66.363889,14.301389
MQO,Malam,Niger,Malam,13.25,6.75
MQP,Kruger Mpumalanga,South Africa,Nelspruit,-25.383189,31.105603
MQQ,Moundou,Chad,Moundou,8.624406,16.071418
MQR,Mosquera,Colombia,Mosquera,2.5,-78.417
MQS,Mustique,Saint Vincent and the Grenadines,Mustique Island,12.887778,-61.18
MQT,Sawyer International,United States,Marquette,46.353639,-87.395361
MQU,Mariquita,Colombia,Mariquita,5.212594,-74.883697
MQV,Mostaganem,Bosnia And Herzegovina,Mostaganem,35.908806,0.149383
MQW,Telfair-Wheeler,Belize,Mc Rae,32.096995,-82.879411
MQX,Makale,Ethiopia,Makale,13.467367,39.533464
MQY,Smyrna,United States,Smyrna,36.008972,-86.520083
MQZ,Margaret River,Australia,Margaret River,-18.633333333333,126.86666666667
MRA,Misurata,Libya,Misurata,32.325,15.061
MRB,Eastern Wv Regional Airport/Shepherd Field,United States,Martinsburg,39.401903,-77.984669
MRC,Maury County,United States,Columbia,35.554389,-87.179139
MRD,A Carnevalli,Venezuela,Merida,8.582294,-71.161186
MRE,Mara Lodges,Kenya,Mara Lodges,-1.404722,35.008056
MRF,Municipal,United States,Marfa,30.371103,-104.017586
MRG,Mareeba,Australia,Mareeba,-17.069167,145.419167
MRH,May River,Papua New Guinea,May River,34.73355,-76.660596
MRI,Merrill Field,United States,Anchorage,61.213545,-149.844446
MRJ,Marcala,Honduras,Marcala,14.15,-88.033
MRK,Marco Island,United States,Marco Island,25.995028,-81.672528
MRL,Miners Lake,Australia,Miners Lake,-20.067,145.583
MRM,Manare,Papua New Guinea,Manare,-9.2,147.617
MRN,Lenoir,United States,Morganton,35.820234,-81.611412
MRO,Masterton,New Zealand,Masterton,-40.973333,175.633611
MRP,Marla,Australia,Marla,-27.334,133.628
MRQ,Marinduque,Philippines,Marinduque,13.360967,121.825583
MRR,Macara,Ecuador,Macara,-4.378231,-79.941022
MRS,Marseille Provence Airport,France,Marseille,43.436667,5.215
MRT,Moroak,Australia,Moroak,-14.817,133.7
MRU,Sir Seewoosagur Ramgoolam Int,Mauritius,Plaisance,-20.430235,57.6836
MRV,Mineralnye Vodyj,Russian Federation,Mineralnye Vody,44.225072,43.081889
MRW,Maribo,Denmark,Maribo,54.699344,11.440117
MRX,Mahshahr,Iran,Bandar Mahshahr,30.556192,49.151879
MRY,Monterey Peninsula,United States,Monterey,36.587,-121.842944
MRZ,Moree,Australia,Moree,-29.498889,149.844722
MSA,Muskrat Dam,Canada,Muskrat Dam,53.441111,-91.763056
MSB,Marigot SPB,Netherlands,St Martin,18.033,-63.1
MSC,Falcon Field,United States,Mesa,33.460833,-111.728333
MSD,Mt Pleasant,United States,Mt Pleasant,39.526543,-111.476087
MSE,Kent International,United Kingdom,Manston,51.342222,1.346111
MSF,Mount Swan,Australia,Mount Swan,-22.584722,135.031389
MSG,Matsaile,Lesotho,Matsaile,-29.813611,28.809167
MSH,Masirah,Oman,Masirah,20.675434,58.890467
MSI,Masalembo,Philippines,Masalembo,14.966666666667,120.66666666667
MSJ,Misawa,Japan,Misawa,40.703222,141.368364
MSK,Mastic Point,Greece,Mastic Point,36.850833333333,27.076111111111
MSL,Sheffield,United States,Sheffield,34.745306,-87.610222
MSM,Masi Manimba,Democratic Republic Of Congo,Masi Manimba,-4.783,17.85
MSN,Dane County Regional,United States,Madison,43.139858,-89.337514
MSO,Missoula International,United States,Missoula,46.916306,-114.090556
MSP,Minneapolis - St. Paul Intl,United States,Minneapolis,44.881957,-93.221766
MSQ,Minsk International 2,Belarus,Minsk,53.882469,28.030731
MSR,Mus,Turkey,Mus,38.747769,41.661236
MSS,Richards Field,United States,Massena,44.935833,-74.845556
MST,Maastricht/aachen,Netherlands,Maastricht,50.911658,5.770144
MSU,Moshoeshoe Intl,Lesotho,Maseru,-29.462256,27.552503
MSV,Sullivan County Intl,United States,Monticello,41.701639,-74.795028
MSW,Massawa International,Eritrea,Massawa,15.669989,39.370103
MSX,Mossendjo,Congo,Mossendjo,-2.95,12.7
MSZ,Namibe,Angola,Namibe,-15.261222,12.146756
MTA,Matamata,New Zealand,Matamata,-37.734444,175.741944
MTB,Monte Libano,Colombia,Monte Libano,7.971739,-75.432519
MTC,Selfridge ANGB,United States,Mt Clemens,19.865278,-71.645
MTD,Mt Sandford,Australia,Mt Sandford,-16.978333,130.554722
MTE,Monte Alegre,Brazil,Monte Alegre,-1.9958,-54.074203
MTF,Mizan Teferi,Ethiopia,Mizan Teferi,6.967,35.533
MTG,Mato Grosso,Brazil,Mato Grosso,-15.017,-60.017
MTH,Marathon Flight Strip,Canada,Marathon,24.726194,-81.051361
MTI,Mosteiros,Cape Verde,Mosteiros,15.045,-24.339167
MTJ,Montrose Regional Airport,United States,Montrose,38.509796,-107.894243
MTK,Makin Island,Kiribati,Makin Island,3.374444,172.992222
MTL,Maitland,Australia,Maitland,-32.703333,151.488333
MTM,SPB,United States,Metlakatla,55.131045,-131.578068
MTN,Glenn L Martin,United States,Baltimore,39.325667,-76.413778
MTO,Coles County Memorial,United States,Mattoon,39.477937,-88.279238
MTP,Montauk Airport,United States,Montauk,41.076457,-71.920769
MTQ,Mitchell,Australia,Mitchell,-26.483333,147.936667
MTR,S. Jeronimo,Colombia,Monteria,8.823678,-75.825944
MTS,Matsapha Intl,Swaziland,Manzini,-26.529022,31.307519
MTT,Minatitlan,Mexico,Minatitlan,18.103419,-94.580681
MTU,Montepuez,Mozambique,Montepuez,-13.121944,39.052778
MTV,Mota Lava,Vanuatu,Mota Lava,-13.666,167.712
MTW,Municipal,United States,Manitowoc,44.128778,-87.680583
MTX,Metro Field,United States,Fairbanks,64.80679,-147.762421
MTY,Gen Mariano Escobedo,Mexico,Monterrey,25.778489,-100.106878
MTZ,Masada,Israel,Masada,31.328169,35.388608
MUA,Munda,Solomon Islands,Munda,-8.327968,157.263092
MUB,Maun,Botswana,Maun,-19.972564,23.431086
MUC,Franz Josef Strauss,Germany,Munich,48.353783,11.786086
MUD,Mueda,Mozambique,Mueda,-11.672922,39.563142
MUE,Kamuela,United States,Kamuela,20.001327,-155.668107
MUF,Muting,Indonesia,Muting,-7.3,140.55
MUG,Mulege,Mexico,Mulege,26.906667,-111.968061
MUH,Mersa Matruh,Egypt,Mersa Matruh,31.325356,27.221689
MUI,Muir AAF,Haiti,Fort Indiantown,40.434833,-76.569333
MUJ,Mui,Ethiopia,Mui,5.817,35.8
MUK,Mauke Island,Cook Islands,Mauke Island,-20.136111,-157.345278
MUL,Spence,United States,Moultrie,31.137687,-83.70406
MUM,Mumias,Kenya,Mumias,0.333,34.483
MUN,Quiriquire,Venezuela,Maturin,9.749067,-63.1534
MUO,AFB,United States,Mountain Home,43.043599,-115.872426
MUP,Mulga Park,Australia,Mulga Park,-25.859722,131.649722
MUQ,Muccan,Australia,Muccan,-20.658889,120.066667
MUR,Marudi,Malaysia,Marudi,4.1775,114.321944
MUS,Marcus Island,Japan,Marcus Island,24.289722222222,153.97916666667
MUT,Muscatine,United States,Muscatine,41.367778,-91.148222
MUU,Mount Union,United States,Mount Union,40.317,-77.867
MUV,Mustin Alf,Egypt,Philadelphia,29.483333333333,31.066666666667
MUW,Mascara,Algeria,Mascara,35.216944,0.148333
MUX,Multan,Pakistan,Multan,30.203222,71.419111
MUY,Mouyondzi,Congo,Mouyondzi,-4.014722,13.966389
MUZ,Musoma,Tanzania,Musoma,-1.5025,33.801944
MVA,Reykiahlid,Iceland,Myvatn,65.655833,-16.918056
MVB,Franceville/Mvengue,Gabon,Franceville,-1.656156,13.438036
MVC,Monroe - Walton County,Chad,Monroeville,31.458056,-87.351028
MVD,Carrasco International,Uruguay,Montevideo,-34.838417,-56.030806
MVE,Montevideo-Chippewa,United States,"Montevideo, MN",44.969056,-95.71025
MVF,Dixsept Rosado,Brazil,Mossoro,-5.201919,-37.364347
MVG,Mevang,Gabon,Mevang,0.083,11.083
MVH,Macksville,Australia,Macksville,-30.717,152.917
MVI,Manetai,Papua New Guinea,Manetai,-6.117,155.4
MVJ,Marlboro,Jamaica,Mandeville,18.017,-77.483
MVK,Mulka,Australia,Mulka,-28.347778,138.65
MVL,Morrisville-Stowe,United States,Stowe,44.534608,-72.614004
